date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:05:25	10159/10159	---MCZ	200	added ('OK')	image/svg+xml	etag:%22893e3b66f2fd4b01ec38127f6c101332%22	http://mattfarley.ca/img/cl-chronicled.svg	C:/Users/user/Documents/developer%20web/mattfarley.ca/img/cl-chronicled.svg	(from http://mattfarley.ca/)
15:05:26	3276/3276	---M--	200	added ('OK')	image/png	etag:%2255e0eb4dc778e8d6d43e8e58eda446f0%22	http://mattfarley.ca/img/cl-bldrs.png	C:/Users/user/Documents/developer%20web/mattfarley.ca/img/cl-bldrs.png	(from http://mattfarley.ca/)
15:05:27	3875/3875	---M--	200	added ('OK')	image/png	etag:%22f5f380ba2d7e5e7396688ba10c9fab2f%22	http://mattfarley.ca/img/cl-designlab.png	C:/Users/user/Documents/developer%20web/mattfarley.ca/img/cl-designlab.png	(from http://mattfarley.ca/)
15:05:28	2714/2714	---M--	200	added ('OK')	image/png	etag:%22ca26b167cab90700c6f5da8d23fbcfd5%22	http://mattfarley.ca/img/cl-interlinked.png	C:/Users/user/Documents/developer%20web/mattfarley.ca/img/cl-interlinked.png	(from http://mattfarley.ca/)
15:05:29	5578/5578	---MCZ	200	added ('OK')	image/svg+xml	etag:%22d597cdb83ff4ff57002912023a6dad0d%22	http://mattfarley.ca/img/basin-logo.svg	C:/Users/user/Documents/developer%20web/mattfarley.ca/img/basin-logo.svg	(from http://mattfarley.ca/)
15:05:30	9789/9789	---MCZ	200	added ('OK')	image/svg+xml	etag:%222b553144a11407312d11a4385abe7577%22	http://mattfarley.ca/img/ylb-logo.svg	C:/Users/user/Documents/developer%20web/mattfarley.ca/img/ylb-logo.svg	(from http://mattfarley.ca/)
15:05:32	6578/6578	---MCZ	200	added ('OK')	text/html	date:Sun,%2015%20Jul%202018%2013:05:31%20GMT	http://mattfarley.ca/startup-inquiry	C:/Users/user/Documents/developer%20web/mattfarley.ca/startup-inquiry.html	(from http://mattfarley.ca/)
15:05:33	15861/15861	---M--	200	added ('OK')	image/png	etag:%22394b3179d4620c11cb1f6fce1893f8c6%22	http://mattfarley.ca/img/houston-logo.png	C:/Users/user/Documents/developer%20web/mattfarley.ca/img/houston-logo.png	(from http://mattfarley.ca/)
15:05:35	6558/6558	---MCZ	200	added ('OK')	text/html	date:Sun,%2015%20Jul%202018%2013:05:33%20GMT	http://mattfarley.ca/project-planner	C:/Users/user/Documents/developer%20web/mattfarley.ca/project-planner.html	(from http://mattfarley.ca/)
15:05:36	24539/24539	---M--	200	added ('OK')	image/png	etag:%221a22c9deee7b130f2842f4456dabc8c2%22	http://mattfarley.ca/img/pascal-avatar.png	C:/Users/user/Documents/developer%20web/mattfarley.ca/img/pascal-avatar.png	(from http://mattfarley.ca/)
15:05:36	1871/1871	---MCZ	200	added ('OK')	image/svg+xml	etag:%22685eb1bc3b5edb57babc32cd111fb327%22	http://mattfarley.ca/img/mf-logo-white.svg	C:/Users/user/Documents/developer%20web/mattfarley.ca/img/mf-logo-white.svg	(from http://mattfarley.ca/)
15:05:37	1089/1089	---MCZ	200	added ('OK')	application/javascript	etag:W/%225b48b2e1-441%22	http://mattfarley.ca/cdn-cgi/scripts/f2bf09f8/cloudflare-static/email-decode.min.js	C:/Users/user/Documents/developer%20web/mattfarley.ca/cdn-cgi/scripts/f2bf09f8/cloudflare-static/email-decode.min.js	(from http://mattfarley.ca/)
15:05:37	7890/7890	---M--	200	added ('OK')	image/png	date:Sat,%2014%20Jul%202018%2017:38:41%20GMT	https://bulma.io/images/made-with-bulma--white.png	C:/Users/user/Documents/developer%20web/bulma.io/images/made-with-bulma--white.png	(from http://mattfarley.ca/)
15:05:41	87290/87290	---MCZ	200	added ('OK')	application/javascript	etag:%22ec1236562cf80d2a8ab2e75697c52379%22	http://mattfarley.ca/js/main-min.js	C:/Users/user/Documents/developer%20web/mattfarley.ca/js/main-min.js	(from http://mattfarley.ca/)
15:05:45	4434/4434	---MC-	200	added ('OK')	text/javascript	etag:W/%229b03f13cb269f109c23eeddc6c784344%22	https://usebasin.com/f/363b98eca5af/ahoy.js	C:/Users/user/Documents/developer%20web/usebasin.com/f/363b98eca5af/ahoy.js	(from http://mattfarley.ca/)
15:05:49	4526/4526	---M-Z	200	added ('OK')	text/css	date:Sun,%2015%20Jul%202018%2013:05:44%20GMT	https://use.typekit.net/ojv4ekx.css	C:/Users/user/Documents/developer%20web/use.typekit.net/ojv4ekx.css	(from http://mattfarley.ca/css/main.css)
15:06:01	1069697/1069697	---M--	200	added ('OK')	image/png	etag:%22f9b95cf430343b975ccb9c7b6b8fc639%22	http://mattfarley.ca/img/project-coupal.png	C:/Users/user/Documents/developer%20web/mattfarley.ca/img/project-coupal.png	(from http://mattfarley.ca/)
15:06:51	5/5	---M--	200	added ('OK')	text/css	etag:%2259dbdbfe-5%22	https://p.typekit.net/p.css?s=1&k=ojv4ekx&ht=tk&f=15529.15530.25750.25753.25761.25763&a=8080773&app=typekit&e=css	C:/Users/user/Documents/developer%20web/p.typekit.net/pdba9.css	(from https://use.typekit.net/ojv4ekx.css)
15:06:54	18692/18692	---M--	200	added ('OK')	application/font-woff2	etag:%2212d189ba15482fbefc94e39c9b82ff7c6818d374%22	https://use.typekit.net/af/3e64fb/00000000000000003b9b12fe/27/l?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n3&v=3	C:/Users/user/Documents/developer%20web/use.typekit.net/af/3e64fb/00000000000000003b9b12fe/27/l3eab	(from https://use.typekit.net/ojv4ekx.css)
15:06:57	18920/18920	---M--	200	added ('OK')	application/font-woff	etag:%2212d189ba15482fbefc94e39c9b82ff7c6818d374%22	https://use.typekit.net/af/3e64fb/00000000000000003b9b12fe/27/d?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n3&v=3	C:/Users/user/Documents/developer%20web/use.typekit.net/af/3e64fb/00000000000000003b9b12fe/27/d3eab	(from https://use.typekit.net/ojv4ekx.css)
15:07:01	26888/26888	---M-Z	200	added ('OK')	font/opentype	etag:W/%2212d189ba15482fbefc94e39c9b82ff7c6818d374%22	https://use.typekit.net/af/3e64fb/00000000000000003b9b12fe/27/a?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n3&v=3	C:/Users/user/Documents/developer%20web/use.typekit.net/af/3e64fb/00000000000000003b9b12fe/27/a3eab	(from https://use.typekit.net/ojv4ekx.css)
15:07:04	18444/18444	---M--	200	added ('OK')	application/font-woff2	etag:%226a1b2c6b2a7103117fa02281727f5fc20dc57661%22	https://use.typekit.net/af/4eabcf/00000000000000003b9b12fd/27/l?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n4&v=3	C:/Users/user/Documents/developer%20web/use.typekit.net/af/4eabcf/00000000000000003b9b12fd/27/le196	(from https://use.typekit.net/ojv4ekx.css)
15:07:07	18920/18920	---M--	200	added ('OK')	application/font-woff	etag:%226a1b2c6b2a7103117fa02281727f5fc20dc57661%22	https://use.typekit.net/af/4eabcf/00000000000000003b9b12fd/27/d?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n4&v=3	C:/Users/user/Documents/developer%20web/use.typekit.net/af/4eabcf/00000000000000003b9b12fd/27/de196	(from https://use.typekit.net/ojv4ekx.css)
